Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2016,Eukaryotic Translation Initiation Homo sapiens R-HSA-72613,3/114,0.005342636956268082,0.7431122311900148,0,0,8.488964346349745,44.414566518334894,RPL30;EIF3E;PABPC1
Reactome_2016,Voltage gated Potassium channels Homo sapiens R-HSA-1296072,2/43,0.007868060585360347,1.0,0,0,15.003750937734434,72.69232825598255,KCNV1;KCNS2
Reactome_2016,Translation Homo sapiens R-HSA-72766,3/151,0.011527596148397296,1.0,0,0,6.408886989959411,28.602936038026193,RPL30;EIF3E;PABPC1
Reactome_2016,The citric acid (TCA) cycle and respiratory electron transport Homo sapiens R-HSA-1428517,3/153,0.0119427712207271,1.0,0,0,6.325110689437065,28.005244164512334,NDUFAF6;UQCRB;COX6C
Reactome_2016,Generic Transcription Pathway Homo sapiens R-HSA-212436,7/812,0.012538317051687243,1.0,0,0,2.7808676307007794,12.177324691847536,RRM2B;ZNF706;CCNE2;TP53INP1;COX6C;YWHAZ;POLR2K
Reactome_2016,Translation initiation complex formation Homo sapiens R-HSA-72649,2/57,0.013525876056001874,1.0,0,0,11.318619128466327,48.705723636222565,EIF3E;PABPC1
Reactome_2016,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S Homo sapiens R-HSA-72662",2/58,0.01398125838925437,1.0,0,0,11.123470522803117,47.49763662613949,EIF3E;PABPC1
Reactome_2016,RNA polymerase II transcribes snRNA genes Homo sapiens R-HSA-6807505,2/77,0.02383752226362359,1.0,0,0,8.378718056137412,31.307032878770556,INTS8;POLR2K
Reactome_2016,TCF dependent signaling in response to WNT Homo sapiens R-HSA-201681,3/199,0.02388986182560186,1.0,0,0,4.863024801426487,18.159998872280948,FZD6;RSPO2;YWHAZ
Reactome_2016,RNF mutants show enhanced WNT signaling and proliferation Homo sapiens R-HSA-5340588,1/8,0.024536660972781548,1.0,0,0,40.32258064516129,149.49947232402573,FZD6
Reactome_2016,Regulation of mRNA stability by proteins that bind AU-rich elements Homo sapiens R-HSA-450531,2/86,0.02925390230298637,1.0,0,0,7.501875468867217,26.494690938746892,PABPC1;YWHAZ
Reactome_2016,GP1b-IX-V activation signalling Homo sapiens R-HSA-430116,1/10,0.030577701961505162,1.0,0,0,32.25806451612903,112.49949128125263,YWHAZ
Reactome_2016,Activation of Ca-permeable Kainate Receptor Homo sapiens R-HSA-451308,1/10,0.030577701961505162,1.0,0,0,32.25806451612903,112.49949128125263,NCALD
Reactome_2016,Ionotropic activity of Kainate Receptors Homo sapiens R-HSA-451306,1/10,0.030577701961505162,1.0,0,0,32.25806451612903,112.49949128125263,NCALD
Reactome_2016,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956,2/89,0.031158687741436087,1.0,0,0,7.249003262051468,25.14434340288141,RPL30;PABPC1
Reactome_2016,Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689,2/96,0.03578779561504825,1.0,0,0,6.720430107526883,22.380029222474857,RPL30;EIF3E
Reactome_2016,Defective EXT2 causes exostoses 2 Homo sapiens R-HSA-3656237,1/12,0.03658193288429582,1.0,0,0,26.88172043010753,88.9301289649137,SDC2
Reactome_2016,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS Homo sapiens R-HSA-3656253",1/12,0.03658193288429582,1.0,0,0,26.88172043010753,88.9301289649137,SDC2
Reactome_2016,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex Homo sapiens R-HSA-75035,1/12,0.03658193288429582,1.0,0,0,26.88172043010753,88.9301289649137,YWHAZ
Reactome_2016,Potassium Channels Homo sapiens R-HSA-1296071,2/99,0.03784838101899917,1.0,0,0,6.516780710329098,21.33702882776057,KCNV1;KCNS2
Reactome_2016,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest Homo sapiens R-HSA-6804116,1/13,0.03957031337568825,1.0,0,0,24.813895781637722,80.14084625531119,CCNE2
Reactome_2016,Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802,2/106,0.04282807832504376,1.0,0,0,6.086427267194157,19.175662543273454,RPL30;PABPC1
Reactome_2016,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957,2/106,0.04282807832504376,1.0,0,0,6.086427267194157,19.175662543273454,RPL30;PABPC1
Reactome_2016,GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706,2/107,0.043558556895213485,1.0,0,0,6.029544769369912,18.89447760381965,RPL30;EIF3E
Reactome_2016,Activation of BAD and translocation to mitochondria Homo sapiens R-HSA-111447,1/15,0.04551974143734416,1.0,0,0,21.505376344086024,66.44320794363732,YWHAZ
Reactome_2016,Rap1 signalling Homo sapiens R-HSA-392517,1/16,0.048480843602201,1.0,0,0,20.161290322580644,61.01988984550353,YWHAZ
Reactome_2016,Metabolism of folate and pterines Homo sapiens R-HSA-196757,1/16,0.048480843602201,1.0,0,0,20.161290322580644,61.01988984550353,SLC25A32
Reactome_2016,KSRP (KHSRP) binds and destabilizes mRNA Homo sapiens R-HSA-450604,1/17,0.051432907463083766,1.0,0,0,18.9753320683112,56.30886315672011,YWHAZ
Reactome_2016,Miscellaneous transport and binding events Homo sapiens R-HSA-5223345,1/18,0.054375960129224334,1.0,0,0,17.921146953405014,52.1833894655955,NIPAL2
Reactome_2016,Tie2 Signaling Homo sapiens R-HSA-210993,1/18,0.054375960129224334,1.0,0,0,17.921146953405014,52.1833894655955,ANGPT1
Reactome_2016,RNA Polymerase III Chain Elongation Homo sapiens R-HSA-73780,1/18,0.054375960129224334,1.0,0,0,17.921146953405014,52.1833894655955,POLR2K
Reactome_2016,Defective B3GALT6 causes EDSP2 and SEMDJL1 Homo sapiens R-HSA-4420332,1/19,0.05731002862727961,1.0,0,0,16.97792869269949,48.544646025506076,SDC2
Reactome_2016,"Defective B4GALT7 causes EDS, progeroid type Homo sapiens R-HSA-3560783",1/19,0.05731002862727961,1.0,0,0,16.97792869269949,48.544646025506076,SDC2
Reactome_2016,Defective B3GAT3 causes JDSSDHD Homo sapiens R-HSA-3560801,1/19,0.05731002862727961,1.0,0,0,16.97792869269949,48.544646025506076,SDC2
Reactome_2016,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release Homo sapiens R-HSA-6803204,1/19,0.05731002862727961,1.0,0,0,16.97792869269949,48.544646025506076,TP53INP1
Reactome_2016,Signaling by FGFR2 IIIa TM Homo sapiens R-HSA-8851708,1/19,0.05731002862727961,1.0,0,0,16.97792869269949,48.544646025506076,POLR2K
Reactome_2016,Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273,2/128,0.05992418575237932,1.0,0,0,5.040322580645161,14.186870395828652,RPL30;POLR2K
Reactome_2016,Syndecan interactions Homo sapiens R-HSA-3000170,1/20,0.06023513991903656,1.0,0,0,16.129032258064516,45.314506086774934,SDC2
Reactome_2016,HS-GAG degradation Homo sapiens R-HSA-2024096,1/21,0.06315132089981415,1.0,0,0,15.360983102918587,42.43043799604802,SDC2
Reactome_2016,Signaling by Wnt Homo sapiens R-HSA-195721,3/295,0.0636232709451799,1.0,0,0,3.280481137233461,9.036990640333457,FZD6;RSPO2;YWHAZ
Reactome_2016,Influenza Life Cycle Homo sapiens R-HSA-168255,2/136,0.06663541538726042,1.0,0,0,4.743833017077799,12.848762240037615,RPL30;POLR2K
Reactome_2016,Neuronal System Homo sapiens R-HSA-112316,3/301,0.06673819712416829,1.0,0,0,3.2150894866573787,8.70317592791712,KCNV1;KCNS2;NCALD
Reactome_2016,Deadenylation of mRNA Homo sapiens R-HSA-429947,1/23,0.06895699900429587,1.0,0,0,14.025245441795231,37.507323583348885,PABPC1
Reactome_2016,RNA Polymerase III Transcription Termination Homo sapiens R-HSA-73980,1/23,0.06895699900429587,1.0,0,0,14.025245441795231,37.507323583348885,POLR2K
Reactome_2016,MicroRNA (miRNA) biogenesis Homo sapiens R-HSA-203927,1/23,0.06895699900429587,1.0,0,0,14.025245441795231,37.507323583348885,POLR2K
Reactome_2016,Abortive elongation of HIV-1 transcript in the absence of Tat Homo sapiens R-HSA-167242,1/23,0.06895699900429587,1.0,0,0,14.025245441795231,37.507323583348885,POLR2K
Reactome_2016,G0 and Early G1 Homo sapiens R-HSA-1538133,1/25,0.07472727643781603,1.0,0,0,12.903225806451616,33.46980783315944,CCNE2
Reactome_2016,Synthesis and interconversion of nucleotide di- and triphosphates Homo sapiens R-HSA-499943,1/25,0.07472727643781603,1.0,0,0,12.903225806451616,33.46980783315944,RRM2B
Reactome_2016,Influenza Infection Homo sapiens R-HSA-168254,2/147,0.07624899883088522,1.0,0,0,4.388852315119596,11.295813007099266,RPL30;POLR2K
Reactome_2016,Metabolism of vitamins and cofactors Homo sapiens R-HSA-196854,2/148,0.07714390690584619,1.0,0,0,4.3591979075850045,11.168625460039113,SDC2;SLC25A32
Reactome_2016,Diseases associated with glycosaminoglycan metabolism Homo sapiens R-HSA-3560782,1/26,0.07759920628090147,1.0,0,0,12.406947890818861,31.714616379456235,SDC2
Reactome_2016,A tetrasaccharide linker sequence is required for GAG synthesis Homo sapiens R-HSA-1971475,1/26,0.07759920628090147,1.0,0,0,12.406947890818861,31.714616379456235,SDC2
Reactome_2016,Insulin receptor recycling Homo sapiens R-HSA-77387,1/26,0.07759920628090147,1.0,0,0,12.406947890818861,31.714616379456235,ATP6V1C1
Reactome_2016,RNA Polymerase III Transcription Initiation From Type 2 Promoter Homo sapiens R-HSA-76066,1/27,0.08046236546006222,1.0,0,0,11.947431302270012,30.107117248354786,POLR2K
Reactome_2016,RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-167160,1/27,0.08046236546006222,1.0,0,0,11.947431302270012,30.107117248354786,POLR2K
Reactome_2016,RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-77075,1/27,0.08046236546006222,1.0,0,0,11.947431302270012,30.107117248354786,POLR2K
Reactome_2016,RNA Polymerase III Transcription Initiation From Type 1 Promoter Homo sapiens R-HSA-76061,1/28,0.0833167803042863,1.0,0,0,11.52073732718894,28.630245459301573,POLR2K
Reactome_2016,RNA Polymerase III Transcription Initiation From Type 3 Promoter Homo sapiens R-HSA-76071,1/28,0.0833167803042863,1.0,0,0,11.52073732718894,28.630245459301573,POLR2K
Reactome_2016,Activation of BH3-only proteins Homo sapiens R-HSA-114452,1/29,0.08616247709572028,1.0,0,0,11.123470522803117,27.2694159799438,YWHAZ
Reactome_2016,Transferrin endocytosis and recycling Homo sapiens R-HSA-917977,1/29,0.08616247709572028,1.0,0,0,11.123470522803117,27.2694159799438,ATP6V1C1
Reactome_2016,PIWI-interacting RNA (piRNA) biogenesis Homo sapiens R-HSA-5601884,1/29,0.08616247709572028,1.0,0,0,11.123470522803117,27.2694159799438,POLR2K
Reactome_2016,mRNA Capping Homo sapiens R-HSA-72086,1/29,0.08616247709572028,1.0,0,0,11.123470522803117,27.2694159799438,POLR2K
Reactome_2016,Activation of Kainate Receptors upon glutamate binding Homo sapiens R-HSA-451326,1/30,0.08899948198804453,1.0,0,0,10.752688172043012,26.012093866946092,NCALD
Reactome_2016,RNA Polymerase I Promoter Escape Homo sapiens R-HSA-73772,1/30,0.08899948198804453,1.0,0,0,10.752688172043012,26.012093866946092,POLR2K
Reactome_2016,HS-GAG biosynthesis Homo sapiens R-HSA-2022928,1/31,0.09182782112653406,1.0,0,0,10.40582726326743,24.847450206964346,SDC2
Reactome_2016,Pausing and recovery of Tat-mediated HIV elongation Homo sapiens R-HSA-167238,1/31,0.09182782112653406,1.0,0,0,10.40582726326743,24.847450206964346,POLR2K
Reactome_2016,Tat-mediated HIV elongation arrest and recovery Homo sapiens R-HSA-167243,1/31,0.09182782112653406,1.0,0,0,10.40582726326743,24.847450206964346,POLR2K
Reactome_2016,Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226,2/166,0.09380038715602552,1.0,0,0,3.88651379712398,9.197770289605586,RPL30;DCAF13
Reactome_2016,RNA Polymerase I Transcription Termination Homo sapiens R-HSA-73863,1/32,0.09464752052454456,1.0,0,0,10.080645161290322,23.76608465649279,POLR2K
Reactome_2016,HIV elongation arrest and recovery Homo sapiens R-HSA-167287,1/32,0.09464752052454456,1.0,0,0,10.080645161290322,23.76608465649279,POLR2K
Reactome_2016,Pausing and recovery of HIV elongation Homo sapiens R-HSA-167290,1/32,0.09464752052454456,1.0,0,0,10.080645161290322,23.76608465649279,POLR2K
Reactome_2016,Elongation arrest and recovery Homo sapiens R-HSA-112387,1/32,0.09464752052454456,1.0,0,0,10.080645161290322,23.76608465649279,POLR2K
Reactome_2016,FGFR2 mutant receptor activation Homo sapiens R-HSA-1839126,1/33,0.09745860611907067,1.0,0,0,9.775171065493646,22.759800036668945,POLR2K
Reactome_2016,Formation of the Early Elongation Complex Homo sapiens R-HSA-113418,1/33,0.09745860611907067,1.0,0,0,9.775171065493646,22.759800036668945,POLR2K
Reactome_2016,Formation of the HIV-1 Early Elongation Complex Homo sapiens R-HSA-167158,1/33,0.09745860611907067,1.0,0,0,9.775171065493646,22.759800036668945,POLR2K
Reactome_2016,Signaling by WNT in cancer Homo sapiens R-HSA-4791275,1/34,0.10026110381701643,1.0,0,0,9.487666034155598,21.821418004383663,FZD6
Reactome_2016,"ROS, RNS production in response to bacteria Homo sapiens R-HSA-1222556",1/34,0.10026110381701643,1.0,0,0,9.487666034155598,21.821418004383663,ATP6V1C1
Reactome_2016,Signaling by FGFR2 Homo sapiens R-HSA-5654738,3/361,0.10152010869456693,1.0,0,0,2.6807255830578147,6.132155441618575,ANGPT1;ESRP1;POLR2K
Reactome_2016,Signaling by FGFR Homo sapiens R-HSA-190236,3/366,0.1046963687753126,1.0,0,0,2.644103648863036,5.966924494688795,ANGPT1;ESRP1;POLR2K
Reactome_2016,RNA Polymerase III Transcription Initiation Homo sapiens R-HSA-76046,1/36,0.10584043864033443,1.0,0,0,8.960573476702507,20.123858555663137,POLR2K
Reactome_2016,rRNA processing Homo sapiens R-HSA-72312,2/180,0.1074067990411436,1.0,0,0,3.584229390681004,7.9968881474108935,RPL30;DCAF13
Reactome_2016,Cell Cycle Checkpoints Homo sapiens R-HSA-69620,2/182,0.10939240212929464,1.0,0,0,3.5448422545196743,7.844076007721106,CCNE2;YWHAZ
Reactome_2016,Association of TriC/CCT with target proteins during biosynthesis Homo sapiens R-HSA-390471,1/39,0.11414567418160305,1.0,0,0,8.271298593879239,17.951032279874028,CCNE2
Reactome_2016,RNA Polymerase III Abortive And Retractive Initiation Homo sapiens R-HSA-749476,1/41,0.11964028426189298,1.0,0,0,7.867820613690008,16.705473400835352,POLR2K
Reactome_2016,RNA Polymerase III Transcription Homo sapiens R-HSA-74158,1/41,0.11964028426189298,1.0,0,0,7.867820613690008,16.705473400835352,POLR2K
Reactome_2016,EPHB-mediated forward signaling Homo sapiens R-HSA-3928662,1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,SDC2
Reactome_2016,Retinoid metabolism and transport Homo sapiens R-HSA-975634,1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,SDC2
Reactome_2016,Non-integrin membrane-ECM interactions Homo sapiens R-HSA-3000171,1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,SDC2
Reactome_2016,Intrinsic Pathway for Apoptosis Homo sapiens R-HSA-109606,1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,YWHAZ
Reactome_2016,Viral Messenger RNA Synthesis Homo sapiens R-HSA-168325,1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,POLR2K
Reactome_2016,Deactivation of the beta-catenin transactivating complex Homo sapiens R-HSA-3769402,1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,YWHAZ
Reactome_2016,Transcriptional regulation of pluripotent stem cells Homo sapiens R-HSA-452723,1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,POLR2K
Reactome_2016,Signaling by FGFR2 in disease Homo sapiens R-HSA-5655253,1/43,0.12510135988509696,1.0,0,0,7.501875468867217,15.593630841589544,POLR2K
Reactome_2016,TP53 Regulates Transcription of Cell Death Genes Homo sapiens R-HSA-5633008,1/43,0.12510135988509696,1.0,0,0,7.501875468867217,15.593630841589544,TP53INP1
Reactome_2016,Iron uptake and transport Homo sapiens R-HSA-917937,1/43,0.12510135988509696,1.0,0,0,7.501875468867217,15.593630841589544,ATP6V1C1
Reactome_2016,HIV Transcription Elongation Homo sapiens R-HSA-167169,1/43,0.12510135988509696,1.0,0,0,7.501875468867217,15.593630841589544,POLR2K
Reactome_2016,Tat-mediated elongation of the HIV-1 transcript Homo sapiens R-HSA-167246,1/43,0.12510135988509696,1.0,0,0,7.501875468867217,15.593630841589544,POLR2K
Reactome_2016,Formation of HIV-1 elongation complex containing HIV-1 Tat Homo sapiens R-HSA-167200,1/43,0.12510135988509696,1.0,0,0,7.501875468867217,15.593630841589544,POLR2K
Reactome_2016,Formation of HIV elongation complex in the absence of HIV Tat Homo sapiens R-HSA-167152,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,RNA Polymerase II Transcription Elongation Homo sapiens R-HSA-75955,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,Formation of RNA Pol II elongation complex Homo sapiens R-HSA-112382,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,RNA Polymerase II HIV Promoter Escape Homo sapiens R-HSA-167162,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,RNA Polymerase II Promoter Escape Homo sapiens R-HSA-73776,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,RNA Polymerase II Transcription Initiation And Promoter Clearance Homo sapiens R-HSA-76042,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,RNA Polymerase II Transcription Initiation Homo sapiens R-HSA-75953,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening Homo sapiens R-HSA-73779,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,HIV Transcription Initiation Homo sapiens R-HSA-167161,1/44,0.12781938522400824,1.0,0,0,7.331378299120235,15.081650032790654,POLR2K
Reactome_2016,Metabolism Homo sapiens R-HSA-1430728,9/1908,0.13306354902976414,1.0,0,0,1.5216068167985393,3.0689720825052387,RPL30;PTDSS1;RRM2B;NDUFAF6;UQCRB;SDC2;SLC25A32;COX6C;AZIN1
Reactome_2016,RNA Polymerase I Transcription Initiation Homo sapiens R-HSA-73762,1/47,0.13592371180280693,1.0,0,0,6.863417982155112,13.697058979133008,POLR2K
Reactome_2016,TP53 Regulates Transcription of Cell Cycle Genes Homo sapiens R-HSA-6791312,1/48,0.13860865387730728,1.0,0,0,6.720430107526883,13.280247018738455,CCNE2
Reactome_2016,Complex I biogenesis Homo sapiens R-HSA-6799198,1/49,0.14128538719624215,1.0,0,0,6.583278472679393,12.883300931598015,NDUFAF6
Reactome_2016,Chondroitin sulfate/dermatan sulfate metabolism Homo sapiens R-HSA-1793185,1/50,0.14395393646955568,1.0,0,0,6.451612903225808,12.504915588442216,SDC2
Reactome_2016,Deadenylation-dependent mRNA decay Homo sapiens R-HSA-429914,1/50,0.14395393646955568,1.0,0,0,6.451612903225808,12.504915588442216,PABPC1
Reactome_2016,Regulation of ornithine decarboxylase (ODC) Homo sapiens R-HSA-350562,1/50,0.14395393646955568,1.0,0,0,6.451612903225808,12.504915588442216,AZIN1
Reactome_2016,"Formation of the ternary complex, and subsequently, the 43S complex Homo sapiens R-HSA-72695",1/50,0.14395393646955568,1.0,0,0,6.451612903225808,12.504915588442216,EIF3E
Reactome_2016,Metabolism of fat-soluble vitamins Homo sapiens R-HSA-6806667,1/51,0.14661432628051652,1.0,0,0,6.325110689437065,12.143894817830903,SDC2
Reactome_2016,mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165,1/52,0.1492665811884197,1.0,0,0,6.2034739454094305,11.799140422707078,POLR2K
Reactome_2016,Formation of TC-NER Pre-Incision Complex Homo sapiens R-HSA-6781823,1/53,0.15191072568004607,1.0,0,0,6.086427267194157,11.469642493820064,POLR2K
Reactome_2016,Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091,1/54,0.15454678410953346,1.0,0,0,5.973715651135006,11.154470840570603,SDC2
Reactome_2016,AUF1 (hnRNP D0) binds and destabilizes mRNA Homo sapiens R-HSA-450408,1/54,0.15454678410953346,1.0,0,0,5.973715651135006,11.154470840570603,PABPC1
Reactome_2016,tRNA processing in the nucleus Homo sapiens R-HSA-6784531,1/57,0.16240668601845354,1.0,0,0,5.659309564233164,10.286653548600194,POP1
Reactome_2016,Ribosomal scanning and start codon recognition Homo sapiens R-HSA-72702,1/57,0.16240668601845354,1.0,0,0,5.659309564233164,10.286653548600194,EIF3E
Reactome_2016,RNA Polymerase I Chain Elongation Homo sapiens R-HSA-73777,1/57,0.16240668601845354,1.0,0,0,5.659309564233164,10.286653548600194,POLR2K
Reactome_2016,rRNA modification in the nucleus Homo sapiens R-HSA-6790901,1/58,0.16501064277049549,1.0,0,0,5.561735261401559,10.020830397788274,DCAF13
Reactome_2016,B-WICH complex positively regulates rRNA expression Homo sapiens R-HSA-5250924,1/58,0.16501064277049549,1.0,0,0,5.561735261401559,10.020830397788274,POLR2K
Reactome_2016,SCF(Skp2)-mediated degradation of p27/p21 Homo sapiens R-HSA-187577,1/59,0.16760663440662368,1.0,0,0,5.467468562055769,9.765639731834623,CCNE2
Reactome_2016,DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586,1/59,0.16760663440662368,1.0,0,0,5.467468562055769,9.765639731834623,CCNE2
Reactome_2016,Translocation of GLUT4 to the plasma membrane Homo sapiens R-HSA-1445148,1/60,0.17019468484930952,1.0,0,0,5.376344086021506,9.520496194532068,YWHAZ
Reactome_2016,RHO GTPases activate PKNs Homo sapiens R-HSA-5625740,1/60,0.17019468484930952,1.0,0,0,5.376344086021506,9.520496194532068,YWHAZ
Reactome_2016,Ca2+ pathway Homo sapiens R-HSA-4086398,1/61,0.1727748180105904,1.0,0,0,5.288207297726071,9.28485543277144,FZD6
Reactome_2016,TP53 Regulates Transcription of DNA Repair Genes Homo sapiens R-HSA-6796648,1/61,0.1727748180105904,1.0,0,0,5.288207297726071,9.28485543277144,POLR2K
Reactome_2016,Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210,1/62,0.1753470577009569,1.0,0,0,5.202913631633715,9.058210624947767,POLR2K
Reactome_2016,Signaling by FGFR in disease Homo sapiens R-HSA-1226099,1/63,0.1779114276898999,1.0,0,0,5.120327700972863,8.840089348593958,POLR2K
Reactome_2016,p53-Dependent G1/S DNA damage checkpoint Homo sapiens R-HSA-69580,1/63,0.1779114276898999,1.0,0,0,5.120327700972863,8.840089348593958,CCNE2
Reactome_2016,p53-Dependent G1 DNA Damage Response Homo sapiens R-HSA-69563,1/63,0.1779114276898999,1.0,0,0,5.120327700972863,8.840089348593958,CCNE2
Reactome_2016,Dual incision in TC-NER Homo sapiens R-HSA-6782135,1/63,0.1779114276898999,1.0,0,0,5.120327700972863,8.840089348593958,POLR2K
Reactome_2016,RNA Polymerase II Pre-transcription Events Homo sapiens R-HSA-674695,1/64,0.18046795162703247,1.0,0,0,5.040322580645161,8.630050757492421,POLR2K
Reactome_2016,G1/S DNA Damage Checkpoints Homo sapiens R-HSA-69615,1/65,0.18301665318028013,1.0,0,0,4.962779156327544,8.42768302380108,CCNE2
Reactome_2016,Cytosolic sensors of pathogen-associated DNA Homo sapiens R-HSA-1834949,1/66,0.18555755584543585,1.0,0,0,4.887585532746823,8.232601031086594,POLR2K
Reactome_2016,Disease Homo sapiens R-HSA-1643685,4/725,0.186989223998405,1.0,0,0,1.7797552836484982,2.9841233182913496,RPL30;SDC2;FZD6;POLR2K
Reactome_2016,Transcription of the HIV genome Homo sapiens R-HSA-167172,1/67,0.18809068308050367,1.0,0,0,4.814636494944632,8.044444273652617,POLR2K
Reactome_2016,Cyclin E associated events during G1/S transition Homo sapiens R-HSA-69202,1/68,0.19061605836126966,1.0,0,0,4.743833017077799,7.862874951033684,CCNE2
Reactome_2016,Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656,1/69,0.19313370497715104,1.0,0,0,4.675081813931744,7.687576241377271,CCNE2
Reactome_2016,"Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988",2/261,0.19390737775011105,1.0,0,0,2.4718823384006923,4.0548131706948976,ANGPT1;YWHAZ
Reactome_2016,Transcriptional regulation by small RNAs Homo sapiens R-HSA-5578749,1/72,0.2006405051722729,1.0,0,0,4.4802867383512535,7.196418027492656,POLR2K
Reactome_2016,Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913,1/73,0.2031274691226287,1.0,0,0,4.4189129474149365,7.043400664124531,POLR2K
Reactome_2016,NoRC negatively regulates rRNA expression Homo sapiens R-HSA-427413,1/73,0.2031274691226287,1.0,0,0,4.4189129474149365,7.043400664124531,POLR2K
