Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
NCI-Nature_2016,ATR signaling pathway Homo sapiens 8991cbac-618b-11e5-8ac5-06603eb7f303,1/39,0.11414567418160305,1.0,0,0,8.271298593879239,17.951032279874028,YWHAZ
NCI-Nature_2016,a6b1 and a6b4 Integrin signaling Homo sapiens 73d1a893-6186-11e5-8ac5-06603eb7f303,1/45,0.13052910236464002,1.0,0,0,7.168458781362008,14.596122368860762,YWHAZ
NCI-Nature_2016,LKB1 signaling events Homo sapiens 4623bf6d-6194-11e5-8ac5-06603eb7f303,1/47,0.13592371180280693,1.0,0,0,6.863417982155112,13.697058979133008,YWHAZ
NCI-Nature_2016,Angiopoietin receptor Tie2-mediated signaling Homo sapiens ad60647c-6188-11e5-8ac5-06603eb7f303,1/48,0.13860865387730728,1.0,0,0,6.720430107526883,13.280247018738455,ANGPT1
NCI-Nature_2016,FoxO family signaling Homo sapiens d06dbbda-6192-11e5-8ac5-06603eb7f303,1/48,0.13860865387730728,1.0,0,0,6.720430107526883,13.280247018738455,YWHAZ
NCI-Nature_2016,Role of Calcineurin-dependent NFAT signaling in lymphocytes Homo sapiens 61bdd46d-6195-11e5-8ac5-06603eb7f303,1/53,0.15191072568004607,1.0,0,0,6.086427267194157,11.469642493820064,YWHAZ
NCI-Nature_2016,FGF signaling pathway Homo sapiens 98ed0df6-6192-11e5-8ac5-06603eb7f303,1/59,0.16760663440662368,1.0,0,0,5.467468562055769,9.765639731834623,SDC2
NCI-Nature_2016,mTOR signaling pathway Homo sapiens 559dd850-6194-11e5-8ac5-06603eb7f303,1/69,0.19313370497715104,1.0,0,0,4.675081813931744,7.687576241377271,YWHAZ
NCI-Nature_2016,E2F transcription factor network Homo sapiens bb4d0fd3-6191-11e5-8ac5-06603eb7f303,1/72,0.2006405051722729,1.0,0,0,4.4802867383512535,7.196418027492656,CCNE2
NCI-Nature_2016,p73 transcription factor network Homo sapiens a88c505e-6194-11e5-8ac5-06603eb7f303,1/78,0.2154485510304268,1.0,0,0,4.13564929693962,6.348358727295383,CCNE2
NCI-Nature_2016,Validated targets of C-MYC transcriptional activation Homo sapiens 61d3b115-6196-11e5-8ac5-06603eb7f303,1/79,0.2178901793714196,1.0,0,0,4.083299305839119,6.221984922320237,MTDH
NCI-Nature_2016,Regulation of nuclear beta catenin signaling and target gene transcription Homo sapiens 1590a3b3-6195-11e5-8ac5-06603eb7f303,1/79,0.2178901793714196,1.0,0,0,4.083299305839119,6.221984922320237,YWHAZ
NCI-Nature_2016,ErbB1 downstream signaling Homo sapiens 30d60550-6192-11e5-8ac5-06603eb7f303,1/105,0.27881298150908457,1.0,0,0,3.0721966205837177,3.923852654671319,YWHAZ
NCI-Nature_2016,PDGFR-beta signaling pathway Homo sapiens c901a3e4-6194-11e5-8ac5-06603eb7f303,1/128,0.3287976861875513,1.0,0,0,2.5201612903225805,2.803207290744347,YWHAZ
