Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
WikiPathways_2019_Human,LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258,1/94,0.25362991570207016,1.0,0,0,3.4317089910775564,4.707889839572423,FZD6
WikiPathways_2019_Human,Wnt Signaling Pathway and Pluripotency WP399,1/102,0.27202899800019026,1.0,0,0,3.1625553447185326,4.117161948367477,FZD6
WikiPathways_2019_Human,PI3K-Akt Signaling Pathway WP4172,2/340,0.284279805525297,1.0,0,0,1.8975332068311197,2.386710237418021,ANGPT1;CCNE2
WikiPathways_2019_Human,Wnt Signaling WP428,1/115,0.30098010937465897,1.0,0,0,2.8050490883590458,3.368053571468512,FZD6
WikiPathways_2019_Human,ESC Pluripotency Pathways WP3931,1/116,0.30315959972724177,1.0,0,0,2.7808676307007794,3.318954061107284,FZD6
WikiPathways_2019_Human,TGF-beta Signaling Pathway WP366,1/132,0.3371356972415889,1.0,0,0,2.443792766373412,2.6570619922741687,KLF10
WikiPathways_2019_Human,Calcium Regulation in the Cardiac Cell WP536,1/149,0.37144981679415184,1.0,0,0,2.164970772894566,2.1440604169787894,YWHAZ
WikiPathways_2019_Human,Breast cancer pathway WP4262,1/154,0.3812053082719664,1.0,0,0,2.094679514034353,2.020144914404039,FZD6
WikiPathways_2019_Human,Myometrial Relaxation and Contraction Pathways WP289,1/156,0.3850656567678985,1.0,0,0,2.0678246484698097,1.9734107158285104,YWHAZ
WikiPathways_2019_Human,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706,1/158,0.3889023084936489,1.0,0,0,2.0416496529195594,1.9281892647634258,YWHAZ
WikiPathways_2019_Human,Epithelial to mesenchymal transition in colorectal cancer WP4239,1/159,0.3908117928501157,1.0,0,0,2.028809089064719,1.9061253460974483,FZD6
WikiPathways_2019_Human,Circadian rhythm related genes WP3594,1/201,0.4659217119758689,1.0,0,0,1.6048788316482103,1.2257064018967487,KLF10
WikiPathways_2019_Human,Ciliary landscape WP4352,1/216,0.4904743968858481,1.0,0,0,1.4934289127837514,1.0638921734307016,COX6C
WikiPathways_2019_Human,"GPCRs, Class A Rhodopsin-like WP455",1/257,0.5520594476710267,1.0,0,0,1.25517760763148,0.7457004436394256,TRHR
WikiPathways_2019_Human,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,1/303,0.6124627404717911,1.0,0,0,1.0646225912913871,0.5219495052660269,ANGPT1
