Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Cellular_Component_2018,small-subunit processome (GO:0032040),1/35,0.10305503940498764,1.0,0,0,9.216589861751153,20.94462737620674,DCAF13
GO_Cellular_Component_2018,Cul4-RING E3 ubiquitin ligase complex (GO:0080008),1/36,0.10584043864033443,1.0,0,0,8.960573476702507,20.123858555663137,DCAF13
GO_Cellular_Component_2018,lytic vacuole (GO:0000323),2/183,0.110388914564299,1.0,0,0,3.5254715318173813,7.769242241269107,LAPTM4B;CPQ
GO_Cellular_Component_2018,perinuclear region of cytoplasm (GO:0048471),3/378,0.11247904824168116,1.0,0,0,2.5601638504864312,5.593928091484402,KCNS2;UBR5;MTDH
GO_Cellular_Component_2018,cytoplasmic stress granule (GO:0010494),1/41,0.11964028426189298,1.0,0,0,7.867820613690008,16.705473400835352,PABPC1
GO_Cellular_Component_2018,microvillus (GO:0005902),1/42,0.1223750012622982,1.0,0,0,7.680491551459293,16.13414107385916,ANGPT1
GO_Cellular_Component_2018,late endosome membrane (GO:0031902),1/48,0.13860865387730728,1.0,0,0,6.720430107526883,13.280247018738455,LAPTM4B
GO_Cellular_Component_2018,nuclear DNA-directed RNA polymerase complex (GO:0055029),1/52,0.1492665811884197,1.0,0,0,6.2034739454094305,11.799140422707078,POLR2K
GO_Cellular_Component_2018,early endosome (GO:0005769),2/222,0.15093029282725642,1.0,0,0,2.906131938390003,5.4953129487356,LAPTM4B;SNX31
GO_Cellular_Component_2018,cytoplasmic vesicle membrane (GO:0030659),1/54,0.15454678410953346,1.0,0,0,5.973715651135006,11.154470840570603,YWHAZ
GO_Cellular_Component_2018,lytic vacuole membrane (GO:0098852),2/233,0.16285546588893204,1.0,0,0,2.7689325764917627,5.025314090752182,LAPTM4B;ATP6V1C1
GO_Cellular_Component_2018,PML body (GO:0016605),1/62,0.1753470577009569,1.0,0,0,5.202913631633715,9.058210624947767,EIF3E
GO_Cellular_Component_2018,polysome (GO:0005844),1/63,0.1779114276898999,1.0,0,0,5.120327700972863,8.840089348593958,RPL30
GO_Cellular_Component_2018,cytosolic large ribosomal subunit (GO:0022625),1/69,0.19313370497715104,1.0,0,0,4.675081813931744,7.687576241377271,RPL30
GO_Cellular_Component_2018,actin-based cell projection (GO:0098858),1/70,0.19564364620029545,1.0,0,0,4.6082949308755765,7.5182507197703,ANGPT1
GO_Cellular_Component_2018,large ribosomal subunit (GO:0015934),1/72,0.2006405051722729,1.0,0,0,4.4802867383512535,7.196418027492656,RPL30
GO_Cellular_Component_2018,bicellular tight junction (GO:0005923),1/72,0.2006405051722729,1.0,0,0,4.4802867383512535,7.196418027492656,MTDH
GO_Cellular_Component_2018,preribosome (GO:0030684),1/75,0.2080785808658528,1.0,0,0,4.301075268817205,6.751997754848138,DCAF13
GO_Cellular_Component_2018,ribosome (GO:0005840),1/76,0.210542774482205,1.0,0,0,4.244482173174871,6.613185239014764,RPL30
GO_Cellular_Component_2018,ribonucleoprotein granule (GO:0035770),1/80,0.2203243312058669,1.0,0,0,4.032258064516129,6.099413651169787,PABPC1
GO_Cellular_Component_2018,lysosomal membrane (GO:0005765),2/291,0.2279500200430658,1.0,0,0,2.2170491076377337,3.278192848675812,LAPTM4B;ATP6V1C1
GO_Cellular_Component_2018,mitotic spindle (GO:0072686),1/84,0.2299866230734169,1.0,0,0,3.840245775729647,5.644140293013416,GEM
GO_Cellular_Component_2018,lysosomal lumen (GO:0043202),1/86,0.2347734924011353,1.0,0,0,3.750937734433609,5.43561174709154,SDC2
GO_Cellular_Component_2018,"DNA-directed RNA polymerase II, holoenzyme (GO:0016591)",1/90,0.2442595640174295,1.0,0,0,3.584229390681004,5.052056746066832,POLR2K
GO_Cellular_Component_2018,Golgi lumen (GO:0005796),1/98,0.2628859362223205,1.0,0,0,3.2916392363396967,4.397745370168746,SDC2
GO_Cellular_Component_2018,nuclear body (GO:0016604),3/618,0.3001137518157168,1.0,0,0,1.5659254619480112,1.8847380261113205,ESRP1;EIF3E;MTDH
GO_Cellular_Component_2018,membrane raft (GO:0045121),1/119,0.3096580340527248,1.0,0,0,2.7107617240444566,3.177789933158376,ANGPT1
GO_Cellular_Component_2018,cytosolic ribosome (GO:0022626),1/124,0.32035650568220503,1.0,0,0,2.6014568158168574,2.961292463731388,RPL30
GO_Cellular_Component_2018,fibrillar center (GO:0001650),1/131,0.3350607985306605,1.0,0,0,2.462447672986949,2.6925468492312907,MTDH
GO_Cellular_Component_2018,late endosome (GO:0005770),1/140,0.3535071583799321,1.0,0,0,2.3041474654377883,2.3959712991626403,LAPTM4B
GO_Cellular_Component_2018,cytosolic part (GO:0044445),1/159,0.3908117928501157,1.0,0,0,2.028809089064719,1.9061253460974483,RPL30
GO_Cellular_Component_2018,mitochondrion (GO:0005739),4/1026,0.3942287904870533,1.0,0,0,1.2576243476073696,1.170626739234124,ENY2;NDUFAF6;SLC25A32;COX6C
GO_Cellular_Component_2018,vacuolar lumen (GO:0005775),1/161,0.39461316748771397,1.0,0,0,2.003606491685033,1.8630521273228389,SDC2
GO_Cellular_Component_2018,cytoplasmic ribonucleoprotein granule (GO:0036464),1/170,0.4114325406557936,1.0,0,0,1.8975332068311197,1.6852186101076256,PABPC1
GO_Cellular_Component_2018,cullin-RING ubiquitin ligase complex (GO:0031461),1/181,0.4313661657715813,1.0,0,0,1.7822135091783995,1.498481513108199,DCAF13
GO_Cellular_Component_2018,spindle (GO:0005819),1/186,0.4402058781049922,1.0,0,0,1.7343045438779052,1.4230190022876616,GEM
GO_Cellular_Component_2018,microtubule (GO:0005874),1/210,0.4807895345715084,1.0,0,0,1.5360983102918588,1.1249242130510464,SYBU
GO_Cellular_Component_2018,cytoplasmic vesicle (GO:0031410),1/215,0.4888726874608833,1.0,0,0,1.5003750937734437,1.0737482014188735,LAPTM4B
GO_Cellular_Component_2018,polymeric cytoskeletal fiber (GO:0099513),1/221,0.4984091645896213,1.0,0,0,1.4596409283316305,1.0163974947555712,SYBU
GO_Cellular_Component_2018,endoplasmic reticulum lumen (GO:0005788),1/270,0.5700111155694274,1.0,0,0,1.1947431302270013,0.6715644173771659,SDC2
GO_Cellular_Component_2018,actin cytoskeleton (GO:0015629),1/294,0.6013122370683551,1.0,0,0,1.097213078779899,0.5580875028786975,ABRA
GO_Cellular_Component_2018,chromatin (GO:0000785),1/296,0.6038170887451763,1.0,0,0,1.0897994768962511,0.5497863558346847,EIF3E
GO_Cellular_Component_2018,nucleolus (GO:0005730),2/676,0.6245363172862659,1.0,0,0,0.954380606986066,0.4492706594063972,POP1;DCAF13
GO_Cellular_Component_2018,microtubule cytoskeleton (GO:0015630),1/388,0.7037322225978505,1.0,0,0,0.8313934153641503,0.2921161962167461,SYBU
GO_Cellular_Component_2018,centrosome (GO:0005813),1/461,0.7649739569451846,1.0,0,0,0.699741095794556,0.18747007833181265,DCAF13
GO_Cellular_Component_2018,microtubule organizing center (GO:0005815),1/507,0.7969744331558057,1.0,0,0,0.6362537379907107,0.14438676564063954,DCAF13
GO_Cellular_Component_2018,cytoskeleton (GO:0005856),1/520,0.8052132448351313,1.0,0,0,0.620347394540943,0.13439710684068348,ABRA
GO_Cellular_Component_2018,integral component of plasma membrane (GO:0005887),3/1463,0.8412470313768956,1.0,0,0,0.6614777412740062,0.11434960874913945,KCNV1;FZD6;TRHR
