Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2019_Human,Malaria,1/49,0.14128538719624215,1.0,0,0,6.583278472679393,12.883300931598015,SDC2
KEGG_2019_Human,Vibrio cholerae infection,1/50,0.14395393646955568,1.0,0,0,6.451612903225808,12.504915588442216,ATP6V1C1
KEGG_2019_Human,Pathogenic Escherichia coli infection,1/55,0.15717478081657915,1.0,0,0,5.865102639296187,10.852767385526857,YWHAZ
KEGG_2019_Human,Glutathione metabolism,1/56,0.15979474006921715,1.0,0,0,5.76036866359447,10.563739411887843,RRM2B
KEGG_2019_Human,Pyrimidine metabolism,1/57,0.16240668601845354,1.0,0,0,5.659309564233164,10.286653548600194,RRM2B
KEGG_2019_Human,Basal cell carcinoma,1/63,0.1779114276898999,1.0,0,0,5.120327700972863,8.840089348593958,FZD6
KEGG_2019_Human,Cytosolic DNA-sensing pathway,1/63,0.1779114276898999,1.0,0,0,5.120327700972863,8.840089348593958,POLR2K
KEGG_2019_Human,Epithelial cell signaling in Helicobacter pylori infection,1/68,0.19061605836126966,1.0,0,0,4.743833017077799,7.862874951033684,ATP6V1C1
KEGG_2019_Human,Synaptic vesicle cycle,1/78,0.2154485510304268,1.0,0,0,4.13564929693962,6.348358727295383,ATP6V1C1
KEGG_2019_Human,RNA degradation,1/79,0.2178901793714196,1.0,0,0,4.083299305839119,6.221984922320237,PABPC1
KEGG_2019_Human,Insulin secretion,1/86,0.2347734924011353,1.0,0,0,3.750937734433609,5.43561174709154,RIMS2
KEGG_2019_Human,TGF-beta signaling pathway,1/90,0.2442595640174295,1.0,0,0,3.584229390681004,5.052056746066832,GDF6
KEGG_2019_Human,mRNA surveillance pathway,1/91,0.2466129461728016,1.0,0,0,3.5448422545196743,4.962549418492517,PABPC1
KEGG_2019_Human,Small cell lung cancer,1/93,0.2512981002932468,1.0,0,0,3.4686090877558104,4.790549406793915,CCNE2
KEGG_2019_Human,Prostate cancer,1/97,0.2605825742864853,1.0,0,0,3.3255736614566014,4.4723494652217965,CCNE2
KEGG_2019_Human,Glycerophospholipid metabolism,1/97,0.2605825742864853,1.0,0,0,3.3255736614566014,4.4723494652217965,PTDSS1
KEGG_2019_Human,HIF-1 signaling pathway,1/100,0.2674715018007107,1.0,0,0,3.2258064516129035,4.254007269825202,ANGPT1
KEGG_2019_Human,Melanogenesis,1/101,0.26975374798018203,1.0,0,0,3.1938677738741617,4.184751774727782,FZD6
KEGG_2019_Human,Ribosome biogenesis in eukaryotes,1/101,0.26975374798018203,1.0,0,0,3.1938677738741617,4.184751774727782,POP1
KEGG_2019_Human,Drug metabolism,1/108,0.2855347551569803,1.0,0,0,2.986857825567503,3.743702278807955,RRM2B
KEGG_2019_Human,Lysosome,1/123,0.31822994353078937,1.0,0,0,2.622606871230003,3.0028352075623657,LAPTM4B
KEGG_2019_Human,Purine metabolism,1/129,0.3308918123904228,1.0,0,0,2.500625156289072,2.7656009197715803,RRM2B
KEGG_2019_Human,Ubiquitin mediated proteolysis,1/137,0.3474150174537504,1.0,0,0,2.3546032493524836,2.4893694324827997,UBR5
KEGG_2019_Human,Measles,1/138,0.3494519807242441,1.0,0,0,2.337540906965872,2.4576650793732875,CCNE2
KEGG_2019_Human,Fluid shear stress and atherosclerosis,1/139,0.351482688075452,1.0,0,0,2.320724065908564,2.4265370631416854,SDC2
KEGG_2019_Human,Signaling pathways regulating pluripotency of stem cells,1/139,0.351482688075452,1.0,0,0,2.320724065908564,2.4265370631416854,FZD6
KEGG_2019_Human,Cell adhesion molecules (CAMs),1/145,0.3635366124897248,1.0,0,0,2.2246941045606228,2.2511129365142546,SDC2
KEGG_2019_Human,Breast cancer,1/147,0.3675053903149375,1.0,0,0,2.194426157559798,2.196658531738366,FZD6
KEGG_2019_Human,Phagosome,1/152,0.3773211189867899,1.0,0,0,2.1222410865874357,2.0684606952194304,ATP6V1C1
KEGG_2019_Human,Ribosome,1/153,0.3792662027605301,1.0,0,0,2.1083702298123552,2.0441006504334096,RPL30
KEGG_2019_Human,Cellular senescence,1/160,0.3927154066094435,1.0,0,0,2.0161290322580645,1.8844154952635148,CCNE2
KEGG_2019_Human,Hepatocellular carcinoma,1/168,0.4077350942211654,1.0,0,0,1.9201228878648235,1.722614428418731,FZD6
KEGG_2019_Human,Calcium signaling pathway,1/188,0.4437037823413914,1.0,0,0,1.7158544955387782,1.3943000962368917,TRHR
KEGG_2019_Human,Epstein-Barr virus infection,1/201,0.4659217119758689,1.0,0,0,1.6048788316482103,1.2257064018967487,CCNE2
KEGG_2019_Human,Rap1 signaling pathway,1/206,0.4742325739611028,1.0,0,0,1.5659254619480112,1.1682703026264984,ANGPT1
KEGG_2019_Human,Pathways in cancer,2/530,0.4918978991229857,1.0,0,0,1.2172854534388315,0.8636446818420862,CCNE2;FZD6
KEGG_2019_Human,Human T-cell leukemia virus 1 infection,1/219,0.4952499537332865,1.0,0,0,1.4729709824716453,1.0350459372873868,CCNE2
KEGG_2019_Human,Ras signaling pathway,1/232,0.5154401841960249,1.0,0,0,1.3904338153503897,0.9214877875346834,ANGPT1
KEGG_2019_Human,Cytokine-cytokine receptor interaction,1/294,0.6013122370683551,1.0,0,0,1.097213078779899,0.5580875028786975,GDF6
KEGG_2019_Human,MAPK signaling pathway,1/295,0.6025666044011729,1.0,0,0,1.0934937124111537,0.5539169743064268,ANGPT1
KEGG_2019_Human,MicroRNAs in cancer,1/299,0.6075453609347689,1.0,0,0,1.0788650339842485,0.5376291275753419,CCNE2
KEGG_2019_Human,Neuroactive ligand-receptor interaction,1/338,0.6529828932674617,1.0,0,0,0.954380606986066,0.4067611635703743,TRHR
KEGG_2019_Human,Olfactory transduction,1/444,0.7519326584588067,1.0,0,0,0.7265329845975007,0.20714073595170765,NCALD
